2025-07-25-10-26-04|ARTICLE_WRITER|PUBLISHER|gpt-4o-mini|0.5|Building Your First AI Agent: A Step-by-Step Guide...|can_be_posted='no' meets_word_count='no' is_not_sensationalistic='yes' is_correct_language='no'|6|28|1.57
2025-07-25-10-26-41|ARTICLE_WRITER|PUBLISHER|gpt-4o-mini|0.5|Building Your First AI Agent: A Step-by-Step Guide...|can_be_posted='no' meets_word_count='no' is_not_sensationalistic='yes' is_correct_language='no'|6|28|1.52
2025-07-25-10-26-44|ARTICLE_WRITER|PUBLISHER|gpt-4o-mini|0.5|Construire votre premier agent IA : Un guide étape par étape...|can_be_posted='no' meets_word_count='no' is_not_sensationalistic='yes' is_correct_language='yes'|6|28|0.88
2025-07-25-10-26-48|ARTICLE_WRITER|PUBLISHER|gpt-4o-mini|0.5|Construire votre premier agent IA : Un guide étape par étape

Créer un agen...|can_be_posted='yes' meets_word_count='yes' is_not_sensationalistic='yes' is_correct_language='yes'|6|28|0.91
2025-07-25-17-47-38|ARTICLE_WRITER|PUBLISHER|gpt-4o-mini|0.5|Building Your First AI Agent: A Step-by-Step Guide...|can_be_posted='no' meets_word_count='no' is_not_sensationalistic='yes' is_correct_language='no'|6|28|3.97
2025-07-25-17-47-41|ARTICLE_WRITER|PUBLISHER|gpt-4o-mini|0.5|Construire votre premier agent IA : un guide étape par étape...|can_be_posted='no' meets_word_count='no' is_not_sensationalistic='yes' is_correct_language='yes'|6|28|0.94
2025-07-25-17-47-46|ARTICLE_WRITER|PUBLISHER|gpt-4o-mini|0.5|Construire votre premier agent IA : un guide étape par étape

Créer un agen...|can_be_posted='yes' meets_word_count='yes' is_not_sensationalistic='yes' is_correct_language='yes'|6|28|0.74
2025-07-25-17-47-48|ARTICLE_WRITER|PUBLISHER|gpt-4o-mini|0.5|Why AI Agents Will Replace Traditional Software...|can_be_posted='no' meets_word_count='no' is_not_sensationalistic='yes' is_correct_language='no'|6|28|0.82
2025-07-25-17-47-51|ARTICLE_WRITER|PUBLISHER|gpt-4o-mini|0.5|Pourquoi les agents d'IA remplaceront les logiciels traditionnels...|can_be_posted='no' meets_word_count='no' is_not_sensationalistic='yes' is_correct_language='yes'|6|28|0.97
2025-07-25-17-47-57|ARTICLE_WRITER|PUBLISHER|gpt-4o-mini|0.5|Les agents d'intelligence artificielle (IA) sont en train de révolutionner ...|can_be_posted='yes' meets_word_count='yes' is_not_sensationalistic='yes' is_correct_language='yes'|6|28|2.46
2025-07-25-17-47-59|ARTICLE_WRITER|PUBLISHER|gpt-4o-mini|0.5|The Ethics of Autonomous AI Decision-Making...|can_be_posted='no' meets_word_count='no' is_not_sensationalistic='yes' is_correct_language='no'|6|28|1.20
2025-07-25-17-48-02|ARTICLE_WRITER|PUBLISHER|gpt-4o-mini|0.5|L'éthique de la prise de décision autonome par l'IA...|can_be_posted='no' meets_word_count='no' is_not_sensationalistic='yes' is_correct_language='yes'|6|28|1.09
2025-07-25-17-48-07|ARTICLE_WRITER|PUBLISHER|gpt-4o-mini|0.5|L'éthique de la prise de décision autonome par l'IA est un sujet de plus en...|can_be_posted='yes' meets_word_count='yes' is_not_sensationalistic='yes' is_correct_language='yes'|6|28|0.93
2025-07-25-17-48-09|ARTICLE_WRITER|PUBLISHER|gpt-4o-mini|0.5|Multi-Agent Systems: When AI Agents Work Together...|can_be_posted='no' meets_word_count='no' is_not_sensationalistic='yes' is_correct_language='no'|6|28|0.75
