2025-07-22-17-42-26|ARTICLE_WRITER|PUBLISHER|gpt-4o-mini|0.5|Building Your First AI Agent: A Step-by-Step Guide...|can_be_posted='no' meets_word_count='no' is_not_sensationalistic='yes' is_correct_language='no'|6|29|1.33
2025-07-22-17-42-29|ARTICLE_WRITER|PUBLISHER|gpt-4o-mini|0.5|Construire votre premier agent IA : Un guide étape par étape...|can_be_posted='no' meets_word_count='no' is_not_sensationalistic='yes' is_correct_language='yes'|6|29|1.11
2025-07-22-17-42-34|ARTICLE_WRITER|PUBLISHER|gpt-4o-mini|0.5|Construire votre premier agent IA : Un guide étape par étape
Créer un agen...|can_be_posted='yes' meets_word_count='yes' is_not_sensationalistic='yes' is_correct_language='yes'|6|29|1.01
2025-07-22-17-42-38|ARTICLE_WRITER|PUBLISHER|gpt-4o-mini|0.5|Why AI Agents Will Replace Traditional Software...|can_be_posted='no' meets_word_count='no' is_not_sensationalistic='yes' is_correct_language='no'|6|29|2.48
2025-07-22-17-42-41|ARTICLE_WRITER|PUBLISHER|gpt-4o-mini|0.5|Pourquoi les agents d'IA remplaceront les logiciels traditionnels...|can_be_posted='no' meets_word_count='no' is_not_sensationalistic='yes' is_correct_language='yes'|6|29|1.01
2025-07-22-17-42-46|ARTICLE_WRITER|PUBLISHER|gpt-4o-mini|0.5|Les agents d'intelligence artificielle (IA) sont en passe de remplacer les ...|can_be_posted='yes' meets_word_count='yes' is_not_sensationalistic='yes' is_correct_language='yes'|6|29|1.17
2025-07-22-17-42-49|ARTICLE_WRITER|PUBLISHER|gpt-4o-mini|0.5|The Ethics of Autonomous AI Decision-Making...|can_be_posted='no' meets_word_count='no' is_not_sensationalistic='yes' is_correct_language='no'|6|29|0.92
2025-07-22-17-42-51|ARTICLE_WRITER|PUBLISHER|gpt-4o-mini|0.5|L'éthique de la prise de décision autonome par l'IA...|can_be_posted='no' meets_word_count='no' is_not_sensationalistic='yes' is_correct_language='yes'|6|29|0.82
2025-07-22-17-42-55|ARTICLE_WRITER|PUBLISHER|gpt-4o-mini|0.5|L'éthique de la prise de décision autonome par l'IA est un sujet de plus en...|can_be_posted='yes' meets_word_count='yes' is_not_sensationalistic='yes' is_correct_language='yes'|6|29|0.97
2025-07-22-17-42-57|ARTICLE_WRITER|PUBLISHER|gpt-4o-mini|0.5|Multi-Agent Systems: When AI Agents Work Together...|can_be_posted='no' meets_word_count='no' is_not_sensationalistic='yes' is_correct_language='no'|6|29|0.96
2025-07-22-17-42-59|ARTICLE_WRITER|PUBLISHER|gpt-4o-mini|0.5|Systèmes Multi-Agents : Quand les Agents IA Travaillent Ensemble...|can_be_posted='no' meets_word_count='no' is_not_sensationalistic='yes' is_correct_language='yes'|6|29|0.88
2025-07-22-17-43-04|ARTICLE_WRITER|PUBLISHER|gpt-4o-mini|0.5|Systèmes Multi-Agents : Quand les Agents IA Travaillent Ensemble
Les systè...|can_be_posted='yes' meets_word_count='yes' is_not_sensationalistic='yes' is_correct_language='yes'|6|29|1.00
2025-07-22-17-43-06|ARTICLE_WRITER|PUBLISHER|gpt-4o-mini|0.5|From Chatbots to AI Agents: The Evolution of Conversational AI...|can_be_posted='no' meets_word_count='no' is_not_sensationalistic='yes' is_correct_language='no'|6|29|0.93
