2025-07-08-08-37-35|ARTICLE_WRITER|EVALUATOR|gpt-4o-mini|0|New restaurant opens in the city|no|
2025-07-08-08-37-35|ARTICLE_WRITER|EVALUATOR|gpt-4o-mini|0|Football transfer news: Gascoine signs for Barcelona|yes|
2025-07-08-08-39-53|ARTICLE_WRITER|EVALUATOR|gpt-4o-mini|0|New restaurant opens in the city|no|
2025-07-08-08-39-54|ARTICLE_WRITER|EVALUATOR|gpt-4o-mini|0|Football transfer news: Gascoine signs for Barcelona|yes|
2025-07-08-08-40-30|ARTICLE_WRITER|EVALUATOR|gpt-4o-mini|0|New restaurant opens in the city|no|
2025-07-08-08-40-31|ARTICLE_WRITER|EVALUATOR|gpt-4o-mini|0|Football transfer news: Gascoine signs for Barcelona|yes|
2025-07-08-08-50-43|ARTICLE_WRITER|EVALUATOR|gpt-4o-mini|0|New restaurant opens in the city|no|
2025-07-08-08-50-43|ARTICLE_WRITER|EVALUATOR|gpt-4o-mini|0|Football transfer news: Gascoine signs for Barcelona|yes|
2025-07-08-08-51-57|ARTICLE_WRITER|EVALUATOR|gpt-4o-mini|0|Planning permission for 49 England Road sought|no|
2025-07-08-08-51-58|ARTICLE_WRITER|EVALUATOR|gpt-4o-mini|0|Major football news - Messi to come out of retirement.|no|
2025-07-08-08-52-37|ARTICLE_WRITER|EVALUATOR|gpt-4o-mini|0|Planning permission for 49 England Road sought|no|
2025-07-08-08-52-37|ARTICLE_WRITER|EVALUATOR|gpt-4o-mini|0|Football transfer news: Gascoine signs for Barcelona|yes|
2025-07-08-09-15-49|ARTICLE_WRITER|EVALUATOR|gpt-4o-mini|0|Planning permission for 49 England Road sought|no|
2025-07-08-09-15-50|ARTICLE_WRITER|EVALUATOR|gpt-4o-mini|0|Football transfer news: Gascoine signs for Barcelona|yes|
2025-07-08-09-19-53|ARTICLE_WRITER|EVALUATOR|gpt-4o-mini|0|Planning permission for 49 England Road sought|no|
2025-07-08-09-19-53|ARTICLE_WRITER|EVALUATOR|gpt-4o-mini|0|Football transfer news: Gascoine signs for Barcelona|yes|
2025-07-08-09-20-43|ARTICLE_WRITER|EVALUATOR|gpt-4o-mini|0|Planning permission for 49 England Road sought|no|
2025-07-08-09-20-44|ARTICLE_WRITER|EVALUATOR|gpt-4o-mini|0|Football transfer news: Gascoine signs for Barcelona|yes|
