2025-07-20-18-21-43|ARTICLE_WRITER|PUBLISHER|gpt-4o-mini|0.5|AI and Machine learning in modern business...|can_be_posted='no' meets_word_count='no' is_not_sensationalistic='yes' is_language_french='no'|6|29|
2025-07-20-18-21-45|ARTICLE_WRITER|PUBLISHER|gpt-4o-mini|0.5|L'IA et l'apprentissage automatique dans les affaires modernes...|can_be_posted='no' meets_word_count='no' is_not_sensationalistic='yes' is_language_french='yes'|6|29|
2025-07-20-18-21-48|ARTICLE_WRITER|PUBLISHER|gpt-4o-mini|0.5|L'intelligence artificielle (IA) et l'apprentissage automatique (AA) jouent...|can_be_posted='yes' meets_word_count='yes' is_not_sensationalistic='yes' is_language_french='yes'|6|29|
2025-07-20-18-31-56|ARTICLE_WRITER|PUBLISHER|gpt-4o-mini|0.5|AI and Machine learning in modern business...|can_be_posted='no' meets_word_count='no' is_not_sensationalistic='yes' is_language_french='no'|6|29|
2025-07-20-18-31-58|ARTICLE_WRITER|PUBLISHER|gpt-4o-mini|0.5|L'IA et l'apprentissage automatique dans les affaires modernes...|can_be_posted='no' meets_word_count='no' is_not_sensationalistic='yes' is_language_french='yes'|6|29|
2025-07-20-18-32-03|ARTICLE_WRITER|PUBLISHER|gpt-4o-mini|0.5|L'intelligence artificielle (IA) et l'apprentissage automatique (AA) jouent...|can_be_posted='yes' meets_word_count='yes' is_not_sensationalistic='yes' is_language_french='yes'|6|29|
2025-07-20-18-32-47|ARTICLE_WRITER|PUBLISHER|gpt-4o-mini|0.5|AI and Machine learning in modern business...|can_be_posted='no' meets_word_count='no' is_not_sensationalistic='yes' is_language_french='no'|6|29|
2025-07-20-18-32-49|ARTICLE_WRITER|PUBLISHER|gpt-4o-mini|0.5|L'IA et l'apprentissage automatique dans les affaires modernes...|can_be_posted='no' meets_word_count='no' is_not_sensationalistic='yes' is_language_french='yes'|6|29|
2025-07-20-18-32-52|ARTICLE_WRITER|PUBLISHER|gpt-4o-mini|0.5|L'intelligence artificielle (IA) et l'apprentissage automatique jouent un r...|can_be_posted='yes' meets_word_count='yes' is_not_sensationalistic='yes' is_language_french='yes'|6|29|
2025-07-20-18-33-11|ARTICLE_WRITER|PUBLISHER|gpt-4o-mini|0.5|AI and Machine learning in modern business...|can_be_posted='no' meets_word_count='no' is_not_sensationalistic='yes' is_language_french='no'|6|29|
2025-07-20-18-33-14|ARTICLE_WRITER|PUBLISHER|gpt-4o-mini|0.5|L'IA et l'apprentissage automatique dans les affaires modernes...|can_be_posted='no' meets_word_count='no' is_not_sensationalistic='yes' is_language_french='yes'|6|29|
2025-07-20-18-33-16|ARTICLE_WRITER|PUBLISHER|gpt-4o-mini|0.5|L'intelligence artificielle (IA) et l'apprentissage automatique (AA) jouent...|can_be_posted='yes' meets_word_count='yes' is_not_sensationalistic='yes' is_language_french='yes'|6|29|
2025-07-20-18-33-31|ARTICLE_WRITER|PUBLISHER|gpt-4o-mini|0.5|AI and Machine learning in modern business...|can_be_posted='no' meets_word_count='no' is_not_sensationalistic='yes' is_language_french='no'|6|29|
2025-07-20-18-33-32|ARTICLE_WRITER|PUBLISHER|gpt-4o-mini|0.5|L'IA et l'apprentissage automatique dans les affaires modernes...|can_be_posted='no' meets_word_count='no' is_not_sensationalistic='yes' is_language_french='yes'|6|29|
2025-07-20-18-33-36|ARTICLE_WRITER|PUBLISHER|gpt-4o-mini|0.5|L'intelligence artificielle (IA) et l'apprentissage automatique jouent un r...|can_be_posted='yes' meets_word_count='yes' is_not_sensationalistic='yes' is_language_french='yes'|6|29|
2025-07-20-18-34-01|ARTICLE_WRITER|PUBLISHER|gpt-4o-mini|0.5|AI and Machine learning in modern business...|can_be_posted='no' meets_word_count='no' is_not_sensationalistic='yes' is_language_french='no'|6|29|
2025-07-20-18-34-02|ARTICLE_WRITER|PUBLISHER|gpt-4o-mini|0.5|L'IA et l'apprentissage automatique dans les affaires modernes...|can_be_posted='no' meets_word_count='no' is_not_sensationalistic='yes' is_language_french='yes'|6|29|
2025-07-20-18-34-05|ARTICLE_WRITER|PUBLISHER|gpt-4o-mini|0.5|L'intelligence artificielle (IA) et l'apprentissage automatique jouent un r...|can_be_posted='yes' meets_word_count='yes' is_not_sensationalistic='yes' is_language_french='yes'|6|29|
2025-07-20-18-36-11|ARTICLE_WRITER|PUBLISHER|gpt-4o-mini|0.5|AI and Machine learning in modern business...|can_be_posted='no' meets_word_count='no' is_not_sensationalistic='yes' is_language_french='no'|6|29|
2025-07-20-18-36-13|ARTICLE_WRITER|PUBLISHER|gpt-4o-mini|0.5|L'IA et l'apprentissage automatique dans les affaires modernes...|can_be_posted='no' meets_word_count='no' is_not_sensationalistic='yes' is_language_french='yes'|6|29|
2025-07-20-18-36-16|ARTICLE_WRITER|PUBLISHER|gpt-4o-mini|0.5|L'intelligence artificielle (IA) et l'apprentissage automatique jouent un r...|can_be_posted='yes' meets_word_count='yes' is_not_sensationalistic='yes' is_language_french='yes'|6|29|
2025-07-20-18-37-24|ARTICLE_WRITER|PUBLISHER|gpt-4o-mini|0.5|AI and Machine learning in modern business...|can_be_posted='no' meets_word_count='no' is_not_sensationalistic='yes' is_language_french='no'|6|29|
2025-07-20-18-37-26|ARTICLE_WRITER|PUBLISHER|gpt-4o-mini|0.5|L'IA et l'apprentissage automatique dans les affaires modernes...|can_be_posted='no' meets_word_count='no' is_not_sensationalistic='yes' is_language_french='yes'|6|29|
2025-07-20-18-37-29|ARTICLE_WRITER|PUBLISHER|gpt-4o-mini|0.5|L'intelligence artificielle (IA) et l'apprentissage automatique (AA) jouent...|can_be_posted='yes' meets_word_count='yes' is_not_sensationalistic='yes' is_language_french='yes'|6|29|
